Symbol,Company,FV,Sector,No Years,Price,Div Yield,5Y Avg Yield,Current Div,Payouts/ Year,Annualized,Previous Div,Ex-Date,Pay-Date,Low,High,DGR 1Y,DGR 3Y,DGR 5Y,DGR 10Y,TTR 1Y,TTR 3Y,Fair Value,FV %,,Streak Basis,Chowder Number,EPS 1Y,Revenue 1Y,NPM,CF/Share,ROE,Current R,Debt/Capital,ROTC,P/E,P/BV,PEG,New Member,Industry
JBSS,"John B. Sanfilippo & Son, Inc.",,Consumer Staples,5,68.6,1.02,0.80,0.7,1,0.70,0.650,8/9/21,8/9/21,67.02,93.74,7.70,8.38,,,-4.29,10.89,In the Margin of Safety,-11,Blended,Ex-date excl. specials,,2.25,1.37,6.27,1.32,23.36,1.98,0.25,15.12,16.63,3.71,1.41,,Food Products
JEF,Jefferies Financial Group Inc.,,Financials,6,26.32,4.56,4.47,0.3,4,1.20,0.250,2/11/22,2/25/22,25.88,44.47,53.85,28.17,31.96,14.87,12.13,26.88,In the Margin of Safety,-62,Blended,Declaration date,37,20.69,4.80,19.28,7.10,13.80,1.63,0.73,3.33,6.59,0.82,0.00,,Diversified Financial Services
JJSF,J & J Snack Foods Corp.,,Consumer Staples,18,126.38,2.00,1.48,0.633,4,2.53,0.575,6/18/21,7/12/21,117.45,180.00,10.09,10.05,9.35,17.73,0.36,0.75,In the Margin of Safety,-19,Blended,Ex-date,11,-24.41,4.52,4.99,2.54,7.48,3.53,0.07,5.88,47.64,3.50,-13.42,,Food Products
JKHY,"Jack Henry & Associates, Inc.",,Information Technology,32,171.58,1.14,1.07,0.49,4,1.96,0.460,3/7/22,3/25/22,147.50,205.37,6.86,7.39,10.22,15.84,31.36,13.67,At Fair Value,0,Blended,Fiscal year ex-date,11,25.60,11.18,18.81,6.76,27.19,1.48,0.18,18.33,40.38,10.81,5.37,,IT Services
JNJ,Johnson & Johnson,,Health Care,60,170.08,2.66,2.60,1.13,4,4.52,1.060,5/23/22,6/7/22,155.72,186.69,4.96,5.61,5.79,6.41,10.60,11.15,At Fair Value,0,Blended,Ex-date,8,31.24,12.67,20.90,8.86,28.22,1.40,0.31,15.17,23.65,6.28,5.30,,Pharmaceuticals
JOUT,Johnson Outdoors Inc.,,Consumer Discretionary,9,60.7,1.98,0.84,0.3,4,1.20,0.210,10/14/21,10/29/21,54.55,124.90,34.22,25.18,24.58,,-45.04,3.83,In the Margin of Safety,-74,Blended,Ex-date,27,-26.15,7.13,7.81,-3.41,12.57,4.03,0.10,10.24,14.18,1.69,0.74,,Leisure Products
JPM,JPMorgan Chase & Co.,,Financials,12,113.43,3.53,2.72,1,4,4.00,0.900,10/5/21,10/31/21,111.87,172.96,5.56,11.80,15.12,14.29,-8.32,13.77,In the Margin of Safety,-15,Blended,Ex-date,19,7.07,4.07,34.21,26.71,14.94,0.57,0.00,,10.09,1.59,0.65,,Banks
K,Kellogg Company,,Consumer Staples,18,67.67,3.43,3.64,0.58,4,2.32,0.570,5/28/21,6/15/21,59.54,75.56,1.76,1.48,2.41,3.19,5.67,7.84,At Fair Value,0,Blended,Ex-date,6,21.93,2.35,10.81,5.27,38.95,0.66,0.66,10.67,14.50,5.85,0.97,,Food Products
KAI,Kadant Inc.,,Industrials,10,169.23,0.61,0.84,0.26,4,1.04,0.250,4/12/22,5/11/22,167.40,240.47,4.17,4.36,5.65,,5.51,31.28,At Fair Value,0,Blended,Declaration date,6,82.13,29.65,12.93,14.41,19.85,1.81,0.30,10.81,21.06,3.85,0.86,,Machinery
KALU,Kaiser Aluminum Corporation,,Materials,11,76.14,4.05,2.68,0.77,4,3.08,0.720,1/21/22,2/15/22,75.31,137.63,7.33,9.21,9.64,11.69,-12.37,-0.57,In the Margin of Safety,-41,Blended,Ex-date,14,0.00,188.00,-0.46,5.82,-2.07,2.39,0.61,3.51,-100.18,2.11,0.00,,Metals and Mining
KEY,KeyCorp,,Financials,12,17.08,4.57,4.04,0.195,4,0.78,0.185,11/29/21,12/15/21,16.95,27.17,2.71,6.46,17.46,20.28,15.82,17.28,In the Margin of Safety,-35,Blended,Ex-date,22,42.17,16.44,32.89,2.40,14.82,0.05,0.00,,8.98,1.56,0.39,,Banks
KFRC,Kforce Inc.,,Industrials,5,58.2,2.06,1.91,0.3,4,1.20,0.260,3/10/22,3/25/22,55.94,81.47,26.51,16.74,16.95,,40.23,30.72,In the Margin of Safety,-18,Blended,Ex-date,19,37.38,14.59,4.97,4.37,43.27,2.22,0.37,23.56,18.64,7.58,0.79,,Professional Services
KLAC,KLA Corporation,,Information Technology,13,310.4,1.35,1.82,1.05,4,4.20,0.900,8/13/21,9/1/21,287.44,457.12,14.09,10.53,13.83,12.04,12.08,47.71,In the Margin of Safety,-20,Blended,Ex-date excl. specials,15,72.93,34.06,36.41,19.51,87.60,2.33,0.49,29.24,17.64,13.41,0.63,,Semiconductors and Semiconductor Equipment
KMB,Kimberly-Clark Corporation,,Consumer Staples,50,121.65,3.81,3.39,1.16,4,4.64,1.140,3/3/22,4/4/22,117.32,145.79,5.29,4.36,4.20,4.90,-8.34,3.04,In the Margin of Safety,0,Blended,Ex-date,8,-22.32,4.87,8.86,7.76,223.13,0.82,0.92,17.02,23.68,58.87,-7.58,,Household Products
KMI,"Kinder Morgan, Inc.",,Energy,5,16.7,6.65,5.31,0.278,4,1.11,0.270,4/29/22,5/16/22,15.02,20.20,2.86,10.53,16.66,0.29,20.90,4.48,In the Margin of Safety,-18,Blended,Ex-date,23,-21.74,21.78,6.65,2.18,3.42,0.48,0.51,3.52,41.58,1.41,0.57,,"Oil, Gas and Consumable Fuels"
KNSL,"Kinsale Capital Group, Inc.",,Financials,6,205.42,0.25,0.34,0.13,4,0.52,0.110,3/1/22,3/14/22,156.27,245.17,21.06,16.63,23.52,,38.71,49.66,In the Margin of Safety,-12,Blended,Ex-date,24,193.84,110.41,22.35,19.27,24.32,0.24,0.07,17.58,34.00,7.85,,,Insurance
KO,The Coca-Cola Company,,Consumer Staples,60,59.07,2.98,3.27,0.44,4,1.76,0.420,3/14/22,4/1/22,52.28,67.20,3.04,2.69,3.67,5.89,21.28,13.31,At Fair Value,0,Blended,Ex-date,7,42.10,20.02,25.69,2.69,42.07,1.18,0.62,10.92,26.36,10.96,2.51,,Beverages
KR,The Kroger Co.,,Consumer Staples,16,49.82,1.69,1.95,0.21,4,0.84,0.180,8/12/21,9/1/21,37.26,62.78,15.72,14.13,11.74,13.93,62.52,35.51,At Fair Value,0,Blended,Ex-date,13,-33.38,4.07,1.21,8.32,17.56,0.75,0.69,7.73,19.74,3.35,17.03,,Food and Staples Retailing
KRC,Kilroy Realty Corporation,,Real Estate,5,49.87,4.17,2.72,0.52,4,2.08,0.500,9/29/21,10/13/21,49.17,79.06,3.78,4.22,-3.82,3.94,19.90,3.24,In the Margin of Safety,-10,Blended,Ex-date,0,-71.90,7.91,18.65,4.73,3.71,1.78,0.43,1.87,48.90,1.65,23.45,,Equity Real Estate Investment Trusts (REITs)
KRNY,Kearny Financial Corp.,,Financials,7,11.04,3.99,2.32,0.11,4,0.44,0.100,11/9/21,11/24/21,11.00,13.89,27.28,30.27,36.09,11.23,10.06,3.04,In the Margin of Safety,-556,Blended,Ex-date excl. specials,40,44.49,15.62,33.10,1.02,7.40,0.03,0.00,,12.69,0.93,0.36,,Thrifts and Mortgage Finance
KW,"Kennedy-Wilson Holdings, Inc.",,Real Estate,11,18.45,5.20,4.49,0.24,4,0.96,0.220,12/30/21,1/6/22,18.34,25.30,4.55,4.77,9.30,18.40,25.75,9.45,At Fair Value,0,Blended,Ex-date,15,63.40,7.41,55.26,-0.10,20.39,1.25,0.73,0.90,9.53,2.33,0.29,,Real Estate Management and Development
KWR,Quaker Chemical Corporation,,Materials,15,136.22,1.22,0.90,0.415,4,1.66,0.395,10/14/21,10/29/21,132.12,276.60,3.85,3.41,3.64,5.43,-28.62,-4.05,In the Margin of Safety,-43,Blended,Ex-date,5,-4.21,22.92,5.69,3.11,7.54,2.19,0.41,4.32,30.14,2.22,4.63,,Chemicals
LAD,"Lithia Motors, Inc.",,Consumer Discretionary,12,254.52,0.66,0.92,0.42,4,1.68,0.350,5/12/22,5/27/22,252.56,387.63,13.83,6.47,6.97,17.47,-22.76,48.91,In the Margin of Safety,-143,Blended,Ex-date excl. specials,8,79.35,71.82,4.95,44.89,32.26,1.38,0.53,14.13,7.11,1.80,0.19,,Specialty Retail
LANC,Lancaster Colony Corporation,,Consumer Staples,60,123.12,2.60,1.82,0.8,4,3.20,0.750,12/3/21,12/31/21,116.85,201.31,6.90,7.44,8.11,8.43,-13.36,0.14,In the Margin of Safety,-17,Blended,Ex-date excl. specials,11,-34.56,14.78,5.74,3.43,11.06,2.02,0.04,10.20,44.50,4.90,-9.29,,Food Products
LAND,Gladstone Land Corporation,,Real Estate,8,21.43,2.54,3.51,0.046,12,0.54,0.045,4/21/22,4/29/22,21.23,42.10,0.67,0.57,1.45,,103.25,47.10,Above Fair Value,12,Blended,Ex-date,4,0.00,37.10,5.21,1.04,0.80,3.19,0.54,1.64,-126.29,2.00,0.00,,Equity Real Estate Investment Trusts (REITs)
LARK,"Landmark Bancorp, Inc.",,Financials,21,25.88,3.25,3.09,0.21,4,0.84,0.190,2/15/22,3/2/22,24.16,31.50,6.37,5.45,5.27,5.68,2.65,11.83,In the Margin of Safety,-1,Blended,Ex-date excl. specials,9,-26.96,-11.13,27.70,5.38,12.54,0.11,0.00,,8.34,1.07,0.70,,Banks
LBAI,"Lakeland Bancorp, Inc.",,Financials,12,14.7,3.95,3.17,0.145,4,0.58,0.135,5/6/22,5/18/22,14.45,20.69,8.01,5.50,7.29,9.51,-1.29,7.47,In the Margin of Safety,-20,Blended,Ex-date excl. specials,11,19.97,22.25,32.06,1.75,9.46,0.06,0.00,,10.40,1.00,1.09,,Banks
LCII,LCI Industries,,Consumer Discretionary,7,102.84,4.08,2.95,1.05,4,4.20,0.900,6/2/22,6/17/22,96.32,163.33,24.14,14.48,17.61,,-19.48,13.47,In the Margin of Safety,-112,Blended,Ex-date excl. specials,22,189.06,109.81,8.01,0.74,36.94,2.47,0.55,15.37,6.41,2.10,0.19,,Auto Components
LCNB,LCNB Corp.,,Financials,5,15.2,5.26,4.30,0.2,4,0.80,0.190,11/30/21,12/15/21,14.82,20.69,5.41,5.73,4.04,2.00,4.74,5.33,In the Margin of Safety,-17,Blended,Ex-date,9,4.03,3.42,27.58,1.49,9.09,0.02,0.00,,10.75,0.97,2.14,,Banks
LECO,"Lincoln Electric Holdings, Inc.",,Industrials,27,124,1.81,1.94,0.56,4,2.24,0.510,12/30/21,1/14/22,121.80,148.55,7.01,7.56,9.82,12.66,13.88,20.35,In the Margin of Safety,-4,Blended,Ex-date,12,47.21,25.54,9.65,6.15,39.43,1.54,0.52,19.55,24.79,9.28,1.91,,Machinery
LEG,"Leggett & Platt, Incorporated",,Consumer Discretionary,51,33.39,5.27,4.24,0.44,4,1.76,0.420,6/14/22,7/15/22,33.19,52.45,5.01,3.40,4.32,4.24,-20.75,-2.45,In the Margin of Safety,-34,Blended,Ex-date,10,36.14,19.58,7.73,2.36,25.94,1.59,0.58,9.39,11.72,2.79,5.02,,Household Durables
LFUS,"Littelfuse, Inc.",,Information Technology,12,240.38,0.88,0.92,0.53,4,2.12,0.480,8/18/21,9/2/21,223.31,334.84,7.82,7.64,10.10,11.62,-4.97,12.02,In the Margin of Safety,-35,Blended,Ex-date,11,108.72,43.25,15.35,15.22,18.77,3.61,0.25,12.03,17.88,3.08,0.88,,"Electronic Equipment, Instruments and Components"
LHX,"L3Harris Technologies, Inc.",,Industrials,21,222.08,2.02,1.64,1.12,4,4.48,1.020,3/10/22,3/25/22,200.71,279.71,17.09,16.78,14.87,13.88,24.83,17.94,At Fair Value,0,Blended,Declaration date,17,44.22,-4.33,10.69,10.44,9.30,1.32,0.29,5.89,27.05,2.54,2.00,,Aerospace and Defense
LII,Lennox International Inc.,,Industrials,13,186.27,2.28,1.22,1.06,4,4.24,0.920,6/29/22,7/15/22,184.77,354.62,19.49,12.86,16.43,17.73,-16.25,0.40,In the Margin of Safety,-72,Blended,Ex-date,19,12.26,11.36,10.84,11.84,85.07,1.68,1.29,28.04,20.47,-22.66,1.60,,Building Products
LIN,Linde plc,,Materials,29,289.72,1.62,1.80,1.17,4,4.68,1.060,3/10/22,3/25/22,267.51,352.18,10.16,9.10,7.45,7.82,15.67,24.03,At Fair Value,0,Blended,Ex-date,9,41.34,14.47,12.66,18.75,9.02,0.85,0.28,5.83,40.81,3.75,5.21,,Chemicals
LKFN,Lakeland Financial Corporation,,Financials,8,65.86,2.43,2.34,0.4,4,1.60,0.340,1/24/22,2/7/22,56.06,85.71,41.94,19.17,18.50,15.59,8.33,20.44,At Fair Value,0,Blended,Ex-date,21,6.82,7.41,43.40,5.41,15.30,0.09,0.00,,19.31,3.04,1.64,,Banks
LLY,Eli Lilly and Company,,Health Care,9,288.07,1.36,1.88,0.98,4,3.92,0.850,2/14/22,3/10/22,217.00,324.08,14.99,14.82,11.49,6.07,55.61,32.67,Above Fair Value,17,Blended,Declaration date,13,11.69,27.01,20.91,8.91,74.02,1.27,0.64,23.00,42.32,27.63,1.67,,Pharmaceuticals
LMAT,"LeMaitre Vascular, Inc.",,Health Care,12,42.02,1.19,0.97,0.125,4,0.50,0.110,3/7/22,3/24/22,38.32,64.50,15.19,15.54,19.09,18.27,-3.87,15.70,In the Margin of Safety,-11,Blended,Ex-date,20,42.42,32.53,17.09,1.57,12.42,7.75,0.06,9.14,36.99,3.96,1.73,,Healthcare Equipment and Supplies
LMT,Lockheed Martin Corporation,,Industrials,20,404.79,2.77,2.59,2.8,4,11.20,2.600,11/30/21,12/27/21,324.23,479.99,8.01,8.74,9.25,11.93,22.95,16.83,At Fair Value,0,Blended,Ex-date,12,-9.53,-0.39,9.45,32.46,76.05,1.28,0.54,23.55,20.00,12.02,1.61,,Aerospace and Defense
LNC,Lincoln National Corporation,,Financials,13,46.7,3.85,2.99,0.45,4,1.80,0.420,1/7/22,2/1/22,46.07,77.57,5.56,7.94,10.46,22.22,7.67,6.93,In the Margin of Safety,-62,Blended,Declaration date,14,101.35,10.46,6.63,8.46,7.49,2.55,0.34,4.74,9.32,0.77,3.49,,Insurance
LNN,Lindsay Corporation,,Industrials,20,118.47,1.11,1.12,0.33,4,1.32,0.320,5/13/21,5/28/21,116.77,179.27,3.13,2.39,2.80,14.04,-4.96,18.84,In the Margin of Safety,-25,Blended,Ex-date,4,4.58,35.41,6.76,-0.28,13.64,2.79,0.28,8.15,31.13,4.05,2.23,,Machinery
LNT,Alliant Energy Corporation,,Utilities,19,54.97,3.11,2.90,0.428,4,1.71,0.403,1/28/22,2/15/22,54.29,65.37,6.00,6.34,6.45,6.61,18.68,13.05,At Fair Value,0,Blended,Ex-date,10,10.33,12.80,17.73,2.75,11.30,0.72,0.57,3.85,23.01,2.58,2.20,,Electric Utilities
LOGI,Logitech International S.A.,,Information Technology,8,51.16,1.70,1.56,0.87,1,0.87,0.869,9/15/22,9/19/22,51.05,128.42,0.00,0.00,0.00,,-29.40,24.57,In the Margin of Safety,-12,Blended,Fiscal year ex-date,2,-31.53,4.36,11.76,1.79,27.66,2.17,0.02,20.72,19.17,5.09,0.78,,"Technology Hardware, Storage and Peripherals"
LOW,"Lowe's Companies, Inc.",,Consumer Discretionary,60,171.61,2.45,1.74,1.05,4,4.20,0.800,7/19/22,8/3/22,170.48,263.31,30.44,17.49,17.67,18.93,7.82,24.75,In the Margin of Safety,-55,Blended,Ex-date,20,34.46,1.22,8.86,12.62,631.10,1.18,1.26,28.01,16.01,-18.75,0.52,,Specialty Retail
LPX,Louisiana-Pacific Corporation,,Materials,5,54.04,1.63,1.63,0.22,4,0.88,0.180,2/25/22,3/14/22,50.12,79.77,24.38,12.13,,,13.31,38.99,In the Margin of Safety,-97,Blended,Ex-date,,133.35,51.34,31.63,17.34,101.49,2.93,0.20,65.78,3.71,3.26,0.06,,Paper and Forest Products
LRCX,Lam Research Corporation,,Information Technology,8,418.3,1.43,1.45,1.5,4,6.00,1.300,9/27/21,10/13/21,412.69,731.85,14.86,9.65,31.06,,-8.80,46.33,In the Margin of Safety,-22,Blended,Ex-date,32,34.21,26.10,27.14,29.01,79.68,2.84,0.46,29.36,17.24,12.77,0.59,,Semiconductors and Semiconductor Equipment
LSBK,"Lake Shore Bancorp, Inc.",,Financials,6,14.05,4.56,3.29,0.16,4,0.64,0.140,2/23/22,3/17/22,13.86,15.40,14.00,10.72,14.48,7.37,2.69,1.23,In the Margin of Safety,-32,Blended,Ex-date,19,2.06,8.96,22.80,1.45,6.60,0.06,0.00,,15.79,1.02,4.55,,Thrifts and Mortgage Finance
LSTR,"Landstar System, Inc.",,Industrials,9,142.03,0.70,0.58,0.25,4,1.00,0.210,8/6/21,8/27/21,139.12,188.63,17.80,14.18,22.37,16.15,-7.01,13.62,In the Margin of Safety,-48,Blended,Ex-date excl. specials,23,89.74,60.68,5.95,7.95,53.01,1.62,0.25,34.22,13.64,6.68,0.50,,Road and Rail
LW,"Lamb Weston Holdings, Inc.",,Consumer Staples,6,63.71,1.54,1.32,0.245,4,0.98,0.235,2/3/22,3/4/22,49.71,81.42,2.71,7.08,38.34,,-21.54,-5.95,At Fair Value,0,Blended,Ex-date,40,-50.91,0.12,5.93,2.42,55.55,2.63,0.88,8.15,42.25,24.98,,,Food Products
LYB,LyondellBasell Industries N.V.,,Materials,11,91.22,5.22,5.04,1.19,4,4.76,1.130,6/3/22,6/13/22,84.17,117.22,7.63,4.16,5.87,18.91,3.35,12.37,In the Margin of Safety,-17,Blended,Ex-date excl. specials,11,150.43,71.26,11.67,25.95,53.92,1.77,0.51,19.28,5.85,2.66,0.40,,Chemicals
MA,Mastercard Incorporated,,Information Technology,11,308.78,0.63,0.51,0.49,4,1.96,0.440,1/6/22,2/9/22,305.08,399.92,10.37,18.79,18.04,40.59,0.88,15.52,In the Margin of Safety,-29,Blended,Ex-date,19,22.79,17.02,47.70,9.95,139.74,1.34,0.68,32.83,37.05,49.50,1.57,,IT Services
MAA,"Mid-America Apartment Communities, Inc.",,Real Estate,13,161.63,3.09,3.17,1.25,4,5.00,1.088,7/14/22,7/25/22,158.86,231.63,3.42,3.75,4.57,5.06,48.42,27.89,At Fair Value,0,Blended,Declaration date,8,125.39,8.57,32.66,8.06,10.16,0.19,0.43,2.93,40.60,4.09,2.42,,Equity Real Estate Investment Trusts (REITs)
MAIN,Main Street Capital Corporation,,Financials,12,34.59,7.46,7.20,0.215,12,2.58,0.210,1/3/22,1/14/22,34.35,47.13,-6.51,-0.29,0.94,3.70,15.39,12.27,In the Margin of Safety,-22,Blended,Pay date excl. specials,8,25.06,33.31,110.80,-7.74,19.84,1.51,0.50,4.91,8.80,1.65,0.81,,Capital Markets
MAN,ManpowerGroup Inc.,,Industrials,12,74.79,3.64,2.61,1.36,2,2.72,1.260,5/31/22,6/15/22,74.13,123.84,11.51,7.66,7.94,12.16,-2.70,7.08,In the Margin of Safety,-41,Blended,Ex-date,12,416.83,14.41,1.97,10.62,16.71,1.12,0.36,10.58,12.34,1.97,3.80,,Professional Services
MANT,ManTech International Corporation,,Information Technology,5,94.69,1.73,1.68,0.41,4,1.64,0.380,3/10/22,3/25/22,66.91,95.98,15.68,14.97,13.04,3.98,1.07,18.92,At Fair Value,0,Blended,Ex-date,15,8.62,2.19,5.24,6.26,8.26,1.67,0.20,6.21,25.80,2.09,1.51,,IT Services
MAS,Masco Corporation,,Industrials,9,47.71,2.35,1.31,0.28,4,1.12,0.235,2/24/22,3/14/22,47.32,71.06,79.10,29.84,20.36,12.63,-13.46,10.52,In the Margin of Safety,-82,Blended,Ex-date,23,-22.92,13.59,6.38,3.24,867.61,1.61,1.04,19.10,22.62,-32.44,3.14,,Building Products
MATW,Matthews International Corporation,,Industrials,27,27.97,3.15,2.36,0.22,4,0.88,0.215,11/26/21,12/13/21,27.80,39.76,2.36,3.71,6.34,9.86,-16.19,-1.75,In the Margin of Safety,-35,Blended,Ex-date,9,0.00,12.06,-1.26,4.53,-3.54,1.81,0.58,3.18,-46.57,1.62,0.00,,Commercial Services and Supplies
MATX,"Matson, Inc.",,Industrials,9,73.34,1.64,2.05,0.3,4,1.20,0.230,8/4/21,9/2/21,60.75,125.34,24.18,10.84,8.55,-1.09,83.45,52.45,In the Margin of Safety,-71,Blended,Ex-date,10,336.92,69.65,26.94,26.92,80.25,1.44,0.37,35.45,4.32,2.56,0.06,,Marine
MBCN,Middlefield Banc Corp.,,Financials,5,25.2,2.70,2.84,0.17,4,0.68,0.160,12/2/21,12/15/21,22.65,30.62,8.20,5.63,4.10,2.42,21.83,9.39,At Fair Value,0,Blended,Ex-date excl. specials,7,67.54,21.81,33.73,2.50,12.97,0.12,0.00,,8.23,1.06,0.57,,Banks
MBIN,Merchants Bancorp,,Financials,5,22.51,1.24,1.07,0.07,4,0.28,0.060,3/14/22,4/1/22,22.11,33.58,13.63,14.48,,,-1.17,25.78,At Fair Value,0,Blended,Ex-date,,-5.48,3.82,52.01,22.02,19.58,0.40,0.00,,6.15,1.44,,,Thrifts and Mortgage Finance
MBWM,Mercantile Bank Corporation,,Financials,10,31.02,4.00,3.47,0.31,4,1.24,0.300,3/3/22,3/16/22,28.51,40.01,6.20,7.36,12.04,,13.03,6.71,In the Margin of Safety,-11,Blended,Ex-date excl. specials,16,20.76,13.39,31.04,5.92,12.83,0.19,0.00,,10.00,1.29,0.76,,Banks
MCD,McDonald's Corporation,,Consumer Discretionary,47,235.19,2.35,2.43,1.38,4,5.52,1.290,11/30/21,12/15/21,217.68,271.15,5.12,7.16,7.85,7.39,12.80,11.82,At Fair Value,0,Blended,Ex-date,10,37.70,21.14,29.93,12.28,521.40,1.10,1.15,15.11,25.92,-30.53,2.40,,"Hotels, Restaurants and Leisure"
MCHP,Microchip Technology Incorporated,,Information Technology,19,57.13,1.93,1.55,0.276,4,1.10,0.253,5/19/22,6/3/22,56.62,90.00,21.83,7.70,4.79,2.74,-2.01,23.58,In the Margin of Safety,-21,Blended,Fiscal year ex-date,7,245.87,25.43,18.85,5.15,22.90,1.76,0.58,8.35,32.29,7.07,0.76,,Semiconductors and Semiconductor Equipment
MCK,McKesson Corporation,,Health Care,14,304.02,0.62,1.01,0.47,4,1.88,0.420,8/31/21,10/1/21,184.43,339.94,34.74,14.22,14.98,10.90,58.28,39.18,Above Fair Value,5,Blended,Ex-date,16,0.00,10.81,0.43,29.12,-106.39,0.96,1.31,18.93,41.67,-19.54,-2.01,,Healthcare Providers and Services
MCO,Moody's Corporation,,Financials,13,253.64,1.10,0.91,0.7,4,2.80,0.620,2/24/22,3/18/22,251.51,407.94,11.31,12.05,11.44,16.01,13.83,24.09,In the Margin of Safety,-8,Blended,Ex-date,13,30.43,23.37,32.19,9.68,82.22,1.36,0.77,16.57,31.74,26.01,1.71,,Capital Markets
MCY,Mercury General Corporation,,Financials,35,43.44,5.85,5.08,0.635,4,2.54,0.633,12/15/21,12/30/21,43.33,66.07,0.40,0.40,0.40,0.47,-5.35,8.48,In the Margin of Safety,-38,Blended,Ex-date,6,0.00,-6.48,-1.48,7.84,-2.79,0.69,0.18,-1.79,-54.41,1.60,0.00,,Insurance
MDC,"M.D.C. Holdings, Inc.",,Consumer Discretionary,6,29.64,6.75,3.95,0.5,4,2.00,0.400,11/9/21,11/24/21,29.03,56.53,33.15,20.50,18.65,9.07,-34.02,15.98,In the Margin of Safety,-125,Blended,Ex-date excl. specials,25,36.05,27.37,11.25,-0.46,24.83,5.92,0.39,12.64,4.39,1.00,0.12,,Household Durables
MDLZ,"Mondelez International, Inc.",,Consumer Staples,9,58.61,2.39,2.12,0.35,4,1.40,0.315,9/29/21,10/14/21,57.63,69.47,10.98,10.93,13.03,1.65,9.63,10.29,In the Margin of Safety,-6,Blended,Ex-date,15,16.99,12.33,14.35,3.12,15.20,0.69,0.42,6.52,20.92,3.09,-2.45,,Food Products
MDT,Medtronic plc,,Health Care,45,87.4,3.11,2.23,0.68,4,2.72,0.630,6/23/22,7/15/22,86.95,135.89,8.63,8.01,7.94,10.22,-4.00,9.16,In the Margin of Safety,-19,Blended,Declaration date,11,40.00,5.22,15.91,5.48,9.71,1.87,0.32,5.55,27.81,2.65,5.41,,Healthcare Equipment and Supplies
MDU,"MDU Resources Group, Inc.",,Utilities,31,25.5,3.41,3.12,0.218,4,0.87,0.213,12/8/21,1/1/22,24.92,33.34,2.39,2.44,2.51,2.69,-13.22,4.21,In the Margin of Safety,-18,Blended,Ex-date,6,-15.25,5.51,6.10,2.53,11.07,1.35,0.47,5.52,15.12,1.62,1.94,,Multi-Utilities
MED,"Medifast, Inc.",,Consumer Staples,7,175.56,3.74,3.09,1.64,4,6.56,1.420,3/28/22,5/9/22,154.67,295.38,22.67,33.86,38.93,,-17.09,13.83,In the Margin of Safety,-52,Blended,Ex-date,43,32.69,46.13,10.28,6.26,84.29,1.80,0.13,63.21,12.08,9.10,0.23,,Personal Products
MET,"MetLife, Inc.",,Financials,10,61.29,3.26,3.80,0.5,4,2.00,0.480,5/9/22,6/14/22,55.21,73.18,4.35,4.56,3.72,10.01,19.09,22.71,At Fair Value,0,Blended,Ex-date,7,535.76,9.50,9.64,15.41,11.45,0.99,0.68,3.50,8.93,1.07,0.29,,Insurance
MGA,Magna International Inc.,,Consumer Discretionary,13,54.64,3.29,2.82,0.45,4,1.80,0.430,2/24/22,3/11/22,53.96,97.36,6.75,8.70,11.17,13.01,-25.41,12.76,In the Margin of Safety,-19,Blended,Ex-date,14,13.66,4.50,3.54,8.22,10.88,1.30,0.31,5.96,15.26,1.62,-3.00,,Auto Components
MGEE,"MGE Energy, Inc.",,Utilities,47,75.23,2.06,2.08,0.388,4,1.55,0.370,8/31/21,9/15/21,69.23,84.97,4.79,4.71,4.71,4.21,14.08,7.68,At Fair Value,0,Blended,Ex-date,7,3.38,16.88,16.60,4.31,10.29,1.99,0.38,5.24,27.42,2.76,5.15,,Electric Utilities
MGRC,McGrath RentCorp,,Industrials,30,74.16,2.45,2.38,0.455,4,1.82,0.435,4/13/22,4/29/22,67.08,91.37,29.47,16.95,16.36,8.99,8.34,17.55,In the Margin of Safety,-16,Blended,Ex-date,19,-8.69,13.60,14.22,8.66,12.79,1.48,0.37,8.38,22.63,2.81,1.28,,Commercial Services and Supplies
MKC,"McCormick & Company, Incorporated",,Consumer Staples,23,82.86,1.79,1.78,0.37,4,1.48,0.340,12/30/21,1/10/22,77.85,107.35,9.45,9.29,9.58,9.23,13.73,11.48,At Fair Value,0,Blended,Ex-date excl. specials,11,-2.37,8.32,11.77,3.29,17.05,0.73,0.54,6.80,34.02,5.55,4.08,,Food Products
MKC.V,"McCormick & Company, Incorporated",,Consumer Staples,36,82.52,1.79,1.79,0.37,4,1.48,0.340,12/30/21,1/10/22,77.05,107.02,9.45,9.29,9.58,9.23,14.01,11.83,At Fair Value,0,Blended,Ex-date excl. specials,11,-2.37,8.32,11.77,3.29,17.05,0.73,0.54,6.80,33.85,5.53,4.06,,Food Products
MKTX,MarketAxess Holdings Inc.,,Financials,13,269.12,1.04,0.67,0.7,4,2.80,0.660,2/8/22,2/23/22,249.01,498.97,8.95,14.83,19.28,21.58,-31.24,12.06,In the Margin of Safety,-38,Blended,Ex-date excl. specials,20,-20.78,-3.65,35.13,7.51,24.08,10.24,0.08,18.08,52.66,12.57,4.68,,Capital Markets
MLM,"Martin Marietta Materials, Inc.",,Materials,7,303.07,0.81,0.85,0.61,4,2.44,0.570,8/31/21,9/30/21,301.50,446.46,6.20,8.49,7.66,4.14,15.34,25.17,In the Margin of Safety,-8,Blended,Ex-date,8,11.28,19.75,12.41,17.88,10.71,2.79,0.47,5.94,36.35,3.74,2.23,,Construction Materials
